Word,American,English
patentable,'peɪtəntəbl,'peɪtəntəbl
patented,'pætntɪd,'pætntɪd
patenting,'peɪtəntɪŋ,'peɪtəntɪŋ
patently,ˈpætəntli,ˈpeɪtəntli
patents,'peɪtnts,'peɪtnts
pater,'peɪtər,ˈpeɪtə(r)
patera,'pætərə,'pætərə
paternal,pəˈtɜrnl,pəˈtɜ:nl
paternalism,pəˈtɜrnəlɪzəm,pəˈtɜ:nəlɪzəm
paternalistic,pəˌtɜnə'lɪstɪk,pəˌtɜ:nə'lɪstɪk
paternity,pəˈtɜrnəti,pəˈtɜ:nəti
paterno,NULL,NULL
paternostro,NULL,NULL
paterson,ˈpætəsən,ˈpætəsən
pates,NULL,peɪts
patese,NULL,NULL
patey,NULL,NULL
path,pæθ,pɑ:θ
pathak,NULL,NULL
pathan,pəˈtɑn,pəˈtɑ:n
pathans,NULL,NULL
pathe,NULL,NULL
pathetic,pəˈθɛtɪk,pəˈθetɪk
pathetically,pə'θetɪklɪ,pə'θetɪklɪ
pathfinder,ˈpæθfaɪndə(r),ˈpɑ:θfaɪndə(r)
pathmark,NULL,NULL
pathmark's,NULL,NULL
pathogen,ˈpæθədʒən,ˈpæθədʒən
pathogenic,'pæθə'dʒenɪk,'pæθə'dʒenɪk
pathogens,'pæθədʒəns,'pæθədʒəns
pathological,ˌpæθəˈlɑdʒɪkl,ˌpæθəˈlɒdʒɪkl
pathologically,ˌpæθə'lɒdʒɪklɪ,ˌpæθə'lɒdʒɪklɪ
pathologies,NULL,pæˈθɔlədʒi:z
pathologist,pəˈθɑlədʒɪst,pəˈθɒlədʒɪst
pathologists,pə'θɒlədʒɪsts,pə'θɒlədʒɪsts
pathology,pəˈθɑlədʒi,pəˈθɒlədʒi
pathos,ˈpeɪθɑs,ˈpeɪθɒs
paths,pɑðz,pɑ:ðz
pathway,ˈpæθweɪ,ˈpɑ:θweɪ
pathways,NULL,ˈpɑ:θweiz
patience,ˈpeʃəns,ˈpeɪʃns
patient,ˈpeʃənt,ˈpeɪʃnt
patient's,NULL,NULL
patiently,ˈpeʃəntlɪ,'peɪʃntlɪ
patients,'peɪʃənts,'peɪʃənts
patillo,NULL,NULL
patin,NULL,NULL
patina,pəˈtinə,ˈpætɪnə
patinkin,NULL,NULL
patino,NULL,NULL
patio,ˈpætioʊ,ˈpætiəʊ
patios,NULL,ˈpæti:ˌəʊz
patlan,NULL,NULL
patlex's,NULL,NULL
patman,NULL,NULL
patmore,NULL,NULL
patnode,NULL,NULL
paton,NULL,NULL
patons,NULL,NULL
patriarca,NULL,NULL
patriarch,ˈpeɪtriɑrk,ˈpeɪtriɑ:k
patriarch's,NULL,NULL
patriarchal,ˌpeɪtriˈɑrkl,ˌpeɪtriˈɑ:kl
patriarchate,ˈpeɪtriɑrkət,ˈpeɪtriɑ:kət
patriarchs,NULL,ˈpeɪtri:ˌɑ:ks
patriarchy,ˈpeɪtriɑrki,ˈpeɪtriɑ:ki
patrice,NULL,NULL
patricia,NULL,pəˈtriʃə
patrician,pəˈtrɪʃən,pəˈtrɪʃn
patricians,pət'rɪʃnz,pət'rɪʃnz
patricio,NULL,NULL
patrick,ˈpætrɪk,ˈpætrik
patrick's,NULL,NULL
patricks,NULL,NULL
patricof,NULL,NULL
patridge,NULL,NULL
patrie,NULL,NULL
patrilineal,ˌpætrəˈlɪniəl,ˌpætrɪˈlɪniəl
patrimonial,ˌpætrɪ'moʊnɪrl,ˌpætrɪ'məʊnjəl
patrimony,ˈpætrɪmoʊni,ˈpætrɪməni
patriot,"ˈpetriət, -ˌɑt",ˈpeɪtriət
patriot's,NULL,NULL
patriotic,ˌpeɪtriˈɑtɪk,ˌpeɪtriˈɒtɪk
patriotism,ˈpetriəˌtɪzəm,ˈpeɪtriətɪzəm
patriots,NULL,ˈpeitriəts
patristic,pə'trɪstɪk,pə'trɪstɪk
patrizio,NULL,NULL
patrol,pəˈtroʊl,pəˈtrəʊl
patrol's,NULL,NULL
patrolled,NULL,NULL
patrolling,NULL,NULL
patrolman,pəˈtrolmən,pəˈtrəʊlmən
patrolmen,pət'roʊlmən,pət'rəʊlmən
patrols,NULL,pəˈtrəulz
patron,ˈpetrən,ˈpeɪtrən
patronage,"ˈpetrənɪdʒ,ˈpætrə-",ˈpætrənɪdʒ
patrone,NULL,NULL
patroness,ˈpetrənɪs,ˌpeɪtrənˈes
patronize,ˈpeɪtrənaɪz,ˈpætrənaɪz
patronized,NULL,ˈpætrənaizd
patronizes,NULL,ˈpætrənaiziz
patronizing,ˈpeɪtrənaɪzɪŋ,ˈpætrənaɪzɪŋ
patrons,NULL,ˈpeitrənz
patronym,'pætrənɪm,'pætrənɪm
patronymic,ˌpætrəˈnɪmɪk,ˌpætrəˈnɪmɪk
patry,NULL,NULL
pats,NULL,pæts
patsies,NULL,ˈpætsiz
patsy,ˈpætsi,ˈpætsi
patt,NULL,NULL
patted,NULL,pætid
pattee,NULL,NULL
patten,'pætn,'pætn
patten's,NULL,NULL
patter,ˈpætɚ,ˈpætə(r)
pattered,NULL,ˈpætəd
pattern,ˈpætərn,ˈpætn
patterned,ˈpætərnd,ˈpætənd
patterns,'pætənz,'pætənz
patterson,NULL,NULL
patterson's,NULL,NULL
patteson,NULL,NULL
patti,NULL,NULL
pattie,'pætɪ,'pætɪ
patties,'pættaɪz,'pættaɪz
pattillo,NULL,NULL
pattin,NULL,NULL
patting,NULL,pætɪŋ
pattinson,NULL,NULL
pattis,NULL,NULL
pattison,NULL,ˈpætisn
pattiz,NULL,NULL
patton,NULL,NULL
patton's,NULL,NULL
patty,ˈpæti,ˈpæti
patty's,NULL,NULL
patuxent,NULL,NULL
paty,'pætɪ,'pætɪ
patz,NULL,NULL
patzer,'pɑtsə,'pɑ:tsə(r)
paucity,ˈpɔsɪti,ˈpɔ:səti
paugh,NULL,NULL
paul,NULL,NULL
paul's,NULL,NULL
paula,ˈpɔlə,ˈpɔ:lə
paulding,NULL,NULL
paule,NULL,NULL
paules,NULL,NULL
pauletta,NULL,NULL
paulette,NULL,pɔ:ˈlet
pauley,NULL,NULL
paulhus,NULL,NULL
pauli,ˈpaʊli,ˈpauli
paulik,NULL,NULL
paulin,'pɔlɪn,'pɔ:lɪn
paulina,NULL,NULL
pauline,NULL,ˈpɔ:lain
pauling,ˈpɔlɪŋ,ˈpɔ:liŋ
paulino,NULL,NULL
paulita,NULL,NULL
paulk,NULL,NULL
paull,NULL,NULL
paullin,NULL,NULL
paulo,NULL,NULL
paulos,NULL,NULL
pauls,NULL,NULL
paulsen,NULL,NULL
paulson,NULL,NULL
paulus,NULL,NULL
pauly,NULL,NULL
paunchy,"ˈpɔntʃi, ˈpɑn-",'pɔ:ntʃɪ
paup,NULL,NULL
pauper,ˈpɔpɚ,ˈpɔ:pə(r)
paupers,NULL,ˈpɔ:pəz
pause,pɔz,pɔ:z
paused,NULL,pɔ:zd
pauses,NULL,pɔ:ziz
pausing,pɔzɪŋ,pɔ:zɪŋ
paustian,NULL,NULL
pautler,NULL,NULL
pautsch,NULL,NULL
pautz,NULL,NULL
pauwels,NULL,NULL
pavao,NULL,NULL
pavarotti,NULL,NULL
pavarotti's,NULL,NULL
pave,pev,peɪv
paved,NULL,peivd
pavek,NULL,NULL
pavel,NULL,NULL
pavement,ˈpevmənt,ˈpeɪvmənt
pavements,'peɪvmənts,'peɪvmənts
paver,'peɪvə,'peɪvə
paves,NULL,peivz
pavese,NULL,NULL
pavey,NULL,NULL
pavia,NULL,pə'vi:ə
pavilion,pəˈvɪljən,pəˈvɪliən
pavilions,NULL,pəˈvɪljənz
pavillion,NULL,NULL
paving,ˈpevɪŋ,ˈpeɪvɪŋ
pavlak,NULL,NULL
pavlic,NULL,NULL
pavlick,NULL,NULL
pavlis,NULL,NULL
pavlock,NULL,NULL
pavlov,"ˈpævˌlɔf, -ˌlɔv, ˈpɑvləf",ˈpɑ:vlɔf
pavlovian,pæv'loʊvɪrn,pæv'ləʊvɪən
pavlovic,NULL,NULL
pavlovich,NULL,NULL
pavo,ˈpevo,ˈpeivəu
pavon,NULL,NULL
pavone,NULL,NULL
paw,pɔ,pɔ:
pawed,NULL,NULL
pawing,NULL,NULL
pawlak,NULL,NULL
pawley,NULL,NULL
pawlik,NULL,NULL
pawling,NULL,NULL
pawlowski,NULL,NULL
pawn,pɔn,pɔ:n
pawned,NULL,pɔ:nd
pawnee,'pɔni,'pɔ:ni:
pawnees,NULL,NULL
pawns,NULL,pɔ:nz
pawnshop,ˈpɔnʃɑp,ˈpɔ:nʃɒp
pawnshops,NULL,NULL
paws,NULL,pɔ:z
pawson,NULL,NULL
pawtucket,NULL,pɔ:'tʌkit
pawtuxet,NULL,NULL
pax,pæks,pæks
paxar,NULL,NULL
paxman,NULL,NULL
paxon,NULL,NULL
paxson,NULL,NULL
paxton,NULL,NULL
pay,pe,peɪ
pay'n,NULL,NULL
payable,ˈpeəbəl,ˈpeɪəbl
payables,'peɪəblz,'peɪəblz
payan,NULL,NULL
payback,NULL,ˈpeɪbæk
paybacks,NULL,NULL
paycheck,ˈpeˌtʃɛk,'peɪtʃek
paychecks,NULL,NULL
paychex,NULL,NULL
payco,NULL,NULL
payday,ˈpeˌde,ˈpeɪdeɪ
paye,NULL,NULL
payer,ˈpeɚ,ˈpeɪə(r)
payer's,NULL,NULL
payers,NULL,ˈpeɪəz
payette,NULL,NULL
payeur,NULL,NULL
paying,'peɪɪŋ,'peɪɪŋ
payless,NULL,NULL
payload,ˈpeɪloʊd,ˈpeɪləʊd
payload's,NULL,NULL
payloads,'peɪloʊdz,'peɪləʊdz
paylor,NULL,NULL
payment,ˈpemənt,ˈpeɪmənt
payments,'peɪmənts,'peɪmənts
payna,NULL,NULL
payne,NULL,pein
paynter,NULL,NULL
payoff,"ˈpeˌɔf, -ˌɑf",'peɪɔ:f
payoffs,'peɪɔfz,'peɪɔ:fz
payola,peɪˈoʊlə,peɪˈəʊlə
payout,ˈpeˌaʊt,ˈpeɪaʊt
payouts,NULL,ˈpeiauts
payroll,ˈpeɪroʊl,ˈpeɪrəʊl
payrolls,NULL,ˈpeirəulz
pays,NULL,peiz
paysinger,NULL,NULL
payson,NULL,NULL
paysop,NULL,NULL
paysops,NULL,NULL
payton,NULL,NULL
paz,NULL,NULL
pazos,NULL,NULL
pc,NULL,NULL
pc's,NULL,NULL
pcs,NULL,NULL
pea,pi,pi:
peabody,"ˈpiˌbɑdi, -bədi",ˈpi:bɔdi
peabody's,NULL,NULL
peace,pis,pi:s
peaceable,ˈpisəbəl,ˈpi:səbl
peaceably,'pisəblɪ,'pi:səblɪ
peaceful,ˈpisfəl,ˈpi:sfl
peacefully,ˈpisfʊlɪ,'pi:sfəlɪ
peacefulness,'pisflnəs,'pi:sflnəs
peacekeeper,ˈpisˌkipɚ,ˈpi:ski:pə(r)
peacekeepers,'piskipəz,'pi:ski:pəz
peacekeeping,ˈpisˌkipɪŋ,ˈpi:ski:pɪŋ
peacemaker,ˈpisˌmekɚ,ˈpi:smeɪkə(r)
peacemaker's,NULL,NULL
peacemakers,NULL,ˈpi:sˌmeɪkəz
peacemaking,'pismeɪkɪŋ,'pi:smeɪkɪŋ
peacetime,ˈpisˌtaɪm,ˈpi:staɪm
peach,pitʃ,pi:tʃ
peacher,NULL,NULL
peaches,NULL,pi:tʃiz
peachey,NULL,NULL
peachtree,NULL,NULL
peachy,ˈpitʃi,ˈpi:tʃi
peacock,ˈpikɑk,ˈpi:kɒk
peacocks,NULL,ˈpi:ˌkɔks
peaden,NULL,NULL
peafowl,ˈpiˌfaʊl,ˈpi:faʊl
peagler,NULL,NULL
peak,pik,pi:k
peake,NULL,NULL
peaked,"pikt, ˈpikɪd",ˈpi:kt
peakes,NULL,NULL
peaking,pikɪŋ,pi:kɪŋ
peaks,piks,pi:ks
peal,pil,pi:l
peale,NULL,NULL
pealer,'pilər,'pi:lər
peanut,ˈpiˌnʌt,ˈpi:nʌt
peanuts,ˈpiˌnʌts,ˈpi:nʌts
peapack,NULL,NULL
peapod,'pipɒd,'pi:pɒd
pear,per,peə(r)
pearce,NULL,NULL
pearcy,NULL,NULL
pearl,pɜrl,pɜ:l
pearle,NULL,NULL
pearline,NULL,NULL
pearling,'pɜlɪŋ,'pɜ:lɪŋ
pearlman,NULL,NULL
pearls,NULL,pə:lz
pearly,ˈpɜrli,ˈpɜ:li
pearman,NULL,NULL
pears,NULL,pɛəz
pearsall,NULL,NULL
pearse,NULL,NULL
pearson,ˈpɪrsən,ˈpɪəsən
pearson's,NULL,NULL
peart,pɜt,pɜ:t
peary,NULL,NULL
peas,'piz,'pi:z
peasant,ˈpɛzənt,ˈpeznt
peasantry,ˈpɛzəntri,ˈpezntri
peasants,'pesnts,'pesnts
pease,piz,pi:z
peasey,NULL,NULL
peasey's,NULL,NULL
peaslee,NULL,NULL
peasley,NULL,NULL
peat,pit,pi:t
peat's,NULL,NULL
peatross,NULL,NULL
peaudouce,NULL,NULL
peavey,'pivɪ,'pi:vɪ
peavler,NULL,NULL
peavy,'pevɪ,'pevɪ
peay,NULL,NULL
pebble,ˈpɛbəl,ˈpebl
pebbles,'peblz,'peblz
pebereau's,NULL,NULL
pebley,NULL,NULL
pecan,pɪˈkɑn,ˈpi:kən
pecanins,NULL,NULL
pecans,NULL,pɪˈkɑ:nz
pecci,NULL,NULL
pech,NULL,NULL
pecha,NULL,NULL
pechin,NULL,NULL
pechiney,NULL,NULL
pechman,NULL,NULL
pechora,"pəˈtʃɔrə, -ˈtʃorə, pjɪ-",peˈtʃɔ:rɑ:
pecht,NULL,NULL
pecina,NULL,NULL
peck,pɛk,pek
peck's,NULL,NULL
pecka,NULL,NULL
peckham,NULL,NULL
pecking,NULL,pekɪŋ
peckman,NULL,NULL
peco,NULL,NULL
peco's,NULL,NULL
pecor,NULL,NULL
pecora,NULL,NULL
pecoraro,NULL,NULL
pecore,NULL,NULL
pecot,NULL,NULL
pectic,'pektɪk,'pektɪk
pectin,ˈpɛktɪn,ˈpektɪn
pectoral,ˈpɛktərəl,ˈpektərəl
pectoris,'pektərɪs,'pektərɪs
peculiar,pɪˈkjuljɚ,pɪˈkju:liə(r)
peculiarities,NULL,pɪˌkju:li:ˈærɪti:z
peculiarity,"pɪˌkjuliˈærɪti,-kjulˈjær-",pɪˌkju:liˈærəti
peculiarly,pɪˈkjuliərli,pɪˈkju:liəli
pecuniary,pɪˈkjunieri,pɪˈkju:niəri
pedagogical,ˌpɛdəˈɡɑdʒɪkl,ˌpedə'ɡɒdʒɪkl
pedagogy,ˈpedəgoʊdʒi,ˈpedəgɒdʒi
pedal,ˈpɛdl,ˈpedl
pedaled,NULL,NULL
pedaling,NULL,NULL
pedals,'pedlz,'pedlz
pedantic,pəˈdæntɪk,pɪˈdæntɪk
pedalled,NULL,NULL
pedantry,ˈpɛdntri,ˈpedntri
peddicord,NULL,NULL
peddie,NULL,NULL
peddle,ˈpɛdl,ˈpedl
peddled,NULL,ˈpedld
peddler,ˈpɛdlɚ,ˈpedlə(r)
peddlers,'pedləz,'pedləz
peddles,NULL,ˈpedlz
peddling,'pedəlɪŋ,'pedlɪŋ
peddy,NULL,NULL
peden,NULL,NULL
pedersen,NULL,NULL
pederson,NULL,NULL
pedestal,ˈpɛdɪstəl,ˈpedɪstl
pedestals,NULL,ˈpedɪstəlz
pedestrian,pəˈdɛstriən,pəˈdestriən
pedestrians,pɪ'destrɪrns,pɪ'destrɪəns
pediatric,ˌpidɪ'ætrɪk,ˌpi:dɪ'ætrɪk
pediatrician,ˌpidɪr'trɪʃn,ˌpi:dɪə'trɪʃn
pediatricians,NULL,NULL
pediatrics,ˌpidiˈætrɪks,ˌpi:dɪ'ætrɪks
pedicure,ˈpedɪkjʊr,ˈpedɪkjʊə(r)
pedicures,NULL,ˈpedikjuəz
pedigo,NULL,NULL
pedigree,ˈpɛdɪˌɡri,ˈpedɪgri:
pedigrees,NULL,NULL
pedley,NULL,NULL
pedone,NULL,NULL
pedophile,"ˈpɛdəˌfaɪl, ˈpidə-",'pi:dəʊfaɪl
pedophiles,NULL,ˈpedəˌfaɪlz
pedophilia,"ˌpɛdəˈfɪliə, ˌpidə-",ˌpi:də'fɪlɪə
pedophiliac,NULL,NULL
pedophiliacs,NULL,NULL
pedophilic,NULL,",pi:də'filik"
pedraza,NULL,NULL
pedretti,NULL,NULL
pedrick,NULL,NULL
pedro,'pedrʊ,'pi:drəʊ
pedroli,NULL,NULL
pedros,NULL,NULL
pedrosa,NULL,NULL
pedroso,NULL,NULL
pedroza,NULL,NULL
pee,pi,pi:
peebler,NULL,NULL
peebles,NULL,'pi:blz
peed,NULL,pi:d
peedin,NULL,NULL
peek,pik,pi:k
peeked,NULL,pi:kt
peeking,NULL,pi:kɪŋ
peeks,NULL,pi:ks
peel,pil,pi:l
peele,NULL,NULL
peeled,pild,pi:ld
peeler,ˈpilɚ,ˈpi:lə(r)
peelers,NULL,ˈpi:ləz
peeling,'pilɪŋ,'pi:lɪŋ
peels,NULL,pi:lz
peens,NULL,pi:nz
peep,pip,pi:p
peeped,NULL,pi:pt
peeping,NULL,pi:pɪŋ
peeples,NULL,NULL
peeps,NULL,pi:ps
peer,pɪr,pɪə(r)
peerage,ˈpɪrɪdʒ,ˈpɪərɪdʒ
peered,NULL,piəd
peering,NULL,piərɪŋ
peerless,ˈpɪrləs,ˈpɪələs
peers,'pɪrz,'pɪəz
peerson,NULL,NULL
peery,'pɪərɪ,'pɪərɪ
peet,NULL,pi:t
peet's,NULL,NULL
peete,NULL,NULL
peeters,NULL,NULL
peets,NULL,NULL
peetz,NULL,NULL
peeve,piv,pi:v
peeved,NULL,pi:vd
peeves,NULL,pi:vz
peevey,NULL,NULL
peevish,ˈpivɪʃ,ˈpi:vɪʃ
peevy,'pivɪ,'pi:vɪ
peewee,'piwi,'pi:wi:
peffer,NULL,NULL
peg,pɛɡ,peg
pegasus,ˈpɛɡəsəs,ˈpeɡəsəs
pegboard,'pegboʊrd,'pegbɔ:d
pegboards,NULL,NULL
pegg,NULL,NULL
pegged,NULL,peɡd
peggie,NULL,NULL
pegging,'pegɪŋ,'pegɪŋ
peggs,NULL,NULL
peggy,NULL,ˈpeɡi
pegmatite,'pegməˌtaɪt,'pegmətaɪt
pegram,NULL,ˈpi:ɡrəm
pegs,NULL,peɡz
pegues,NULL,NULL
pehl,NULL,NULL
pehrson,NULL,NULL
pei,NULL,NULL
pei's,NULL,NULL
peifer,NULL,NULL
peiffer,NULL,NULL
peil,NULL,NULL
peinado,NULL,NULL
peine,peɪn,peɪn
peipu,NULL,NULL
peirce,NULL,NULL
peirson,NULL,NULL
peiser,NULL,NULL
peitz,NULL,NULL
peixoto,NULL,NULL
pejorative,pɪˈdʒɔrətɪv,pɪˈdʒɒrətɪv
pekala,NULL,NULL
pekar,NULL,NULL
pekin,ˈpiˈkɪn,pi:ˈkin
peking,"ˈpiˈkɪŋ, ˈpe-","pi:ˈkiŋ,ˈpi:ˈkiŋ"
peko,NULL,NULL
peladeau,NULL,NULL
pelaez,NULL,NULL
pelagia,NULL,pəˈleidʒiə
pelagian,pə'leɪdʒɪrn,pɪ'leɪdʒɪən
pelagians,NULL,NULL
pelagic,pəˈlædʒɪk,pəˈlædʒɪk
pelayo,NULL,NULL
pelc,NULL,NULL
pelchat,NULL,NULL
pele,pil,pi:l
pelekunu's,NULL,NULL
peleponnesian,NULL,NULL
pelerin,NULL,NULL
pelfrey,NULL,NULL
pelham,'peləm,'peləm
pelican,ˈpɛlɪkən,ˈpelɪkən
pelican's,NULL,NULL
pelicans,NULL,ˈpelɪkənz
pelikan,NULL,NULL
pelissier,NULL,NULL
pelka,NULL,NULL
pelkey,NULL,NULL
pelky,NULL,NULL
pell,pel,pel
pell's,NULL,NULL
pella,'pelə,'pelə
pellagra,"pəˈlæɡrə, -ˈle-, -ˈlɑɡrə",pəˈlægrə
pelland,NULL,NULL
pelle,'pel,'pel
pellegrin,NULL,NULL
pellegrini,NULL,NULL
pellegrino,NULL,NULL
peller,NULL,NULL
pellerin,NULL,NULL
pellerito,NULL,NULL
pellet,ˈpɛlɪt,ˈpelɪt
pelleted,NULL,'pelitid
pelletier,NULL,NULL
pellets,'pelɪts,'pelɪts
pellett,NULL,NULL
pelleu,NULL,NULL
pelley,NULL,NULL
pellicane,NULL,NULL
pellicano,NULL,NULL
pellman,NULL,NULL
pellow,NULL,NULL
pellston,NULL,NULL
pellum,NULL,NULL
pelon,NULL,NULL
peloponnesian,NULL,"ˌpeləpəˈni:ʃən,-ʃiən"
pelosi,NULL,NULL
peloso,NULL,NULL
pelot,NULL,NULL
pels,'pelz,'pelz
pelster,NULL,NULL
pelt,pɛlt,pelt
pelted,NULL,peltid
peltier,NULL,pel'tjei
pelting,'peltɪŋ,'peltɪŋ
pelto,NULL,NULL
pelton,NULL,NULL
pelts,NULL,pelts
peltz,NULL,NULL
peltzer,NULL,NULL
pelvic,ˈpɛlvɪk,'pelvɪk
pelvis,ˈpɛlvɪs,ˈpelvɪs
pelz,NULL,NULL
pelzel,NULL,NULL
pelzer,NULL,NULL
pember,NULL,NULL
pemberton,NULL,NULL
pembina,NULL,NULL
pemble,NULL,NULL
pembleton,NULL,NULL
pembridge,NULL,NULL
pembroke,"ˈpɛmˌbrʊk, -ˌbrok",ˈpembrəuk
pemex,NULL,NULL
pemrich,NULL,NULL
pen,pɛn,pen
pen's,NULL,NULL
pena,'pɪnə,'pɪnə
pena's,NULL,NULL
penal,ˈpinəl,ˈpi:nl
penalize,'pinəlaɪz,ˈpi:nəlaɪz
penalized,NULL,ˈpi:nəlaizd
penalizes,NULL,ˈpi:nəlaiziz
penalizing,NULL,ˈpi:nəlaizɪŋ
penaloza,NULL,NULL
penalties,NULL,ˈpenəltiz
penalty,ˈpɛnəlti,ˈpenəlti
penance,ˈpɛnəns,ˈpenəns
penang,"pəˈnæŋ, ˈpiˈnɑŋ",piˈnæŋ
penans,NULL,NULL
penberthy,NULL,NULL
pence,pens,pens
penchant,ˈpɛntʃənt,'pɒ̃ʃɒ̃
pencil,ˈpɛnsəl,ˈpensl
penciled,'pensəld,'pensld
pencils,NULL,ˈpensəlz
pendant,ˈpɛndənt,ˈpendənt
pendarvis,NULL,NULL
pendell,NULL,NULL
pendelton,NULL,NULL
pender,NULL,NULL
pendergast,NULL,NULL
pendergraft,NULL,NULL
pendergraph,NULL,NULL
pendergrass,NULL,NULL
pendergrast,NULL,NULL
penders,NULL,NULL
pending,ˈpɛndɪŋ,ˈpendɪŋ
pendleton,NULL,NULL
pendola,NULL,NULL
pendril,NULL,NULL
pendril's,NULL,NULL
pendry,NULL,NULL
pendulous,ˈpendʒələs,ˈpendjələs
pendulum,ˈpendʒələm,ˈpendjələm
pendyala,NULL,NULL
penelas,NULL,NULL
penelope,pəˈnɛləpi,"piˈneləpi,pə-"
penetrate,ˈpɛnɪˌtret,ˈpenɪtreɪt
penetrated,'penɪtreɪtɪd,'penɪtreɪtɪd
penetrates,NULL,ˈpenitreits
penetrating,ˈpɛnɪˌtretɪŋ,ˈpenɪtreɪtɪŋ
penetration,ˌpɛnɪˈtreʃən,ˌpenɪˈtreɪʃn
penetrator,'penɪˌtreɪtə,'penɪtreɪtə
penetrators,NULL,NULL
penfield,NULL,NULL
penfil,NULL,NULL
penfold,NULL,NULL
peng,NULL,pɛŋ
pengelly,NULL,NULL
pengo,'pengoʊ,'pengəʊ
penguin,"ˈpɛŋɡwɪn, ˈpɛn-",ˈpeŋgwɪn
penguins,NULL,ˈpeŋɡwinz
penh,NULL,NULL
penh's,NULL,NULL
penicillin,ˌpɛnɪˈsɪlɪn,ˌpenɪˈsɪlɪn
penicillins,penɪ'sɪlɪnz,penɪ'sɪlɪnz
penick,NULL,NULL
penikese,NULL,NULL
penile,"ˈpiˌnaɪl, -nəl",ˈpi:naɪl
peninger,NULL,NULL
peninsula,pəˈnɪnsələ,pəˈnɪnsjələ
peninsular,pəˈnɪnsələr,pəˈnɪnsjələ(r)
penis,ˈpinɪs,ˈpi:nɪs
penises,NULL,ˈpi:nɪsiz
peniston,pe'nɪstən,pe'nɪstən
penitent,ˈpɛnɪtənt,ˈpenɪtənt
penitentiaries,NULL,ˌpenɪˈtenʃəri:z
penitentiary,ˌpɛnɪˈtɛnʃəri,ˌpenɪˈtenʃəri
penix,NULL,NULL
penja,NULL,NULL
penja's,NULL,NULL
penland,NULL,NULL
penley,NULL,NULL
penman,'penmən,'penmən
penn,pɛn,pen
penn's,NULL,NULL
penna,'penə,'penə
pennant,ˈpɛnənt,ˈpenənt
pennants,NULL,ˈpenənts
pennebaker,NULL,NULL
penned,NULL,pend
pennel,NULL,NULL
pennell,NULL,ˈpenəl
pennella,NULL,NULL
penner,'penər,'penər
pennex,NULL,NULL
penney,NULL,NULL
penney's,NULL,NULL
pennick,NULL,NULL
pennie,NULL,peni:
pennies,NULL,ˈpeniz
penniless,"ˈpɛnilɪs,ˈpɛnə-",ˈpeniləs
penniman,NULL,NULL
penning,'penɪŋ,'penɪŋ
penninger,NULL,NULL
pennings,NULL,NULL
pennington,NULL,NULL
pennino,NULL,NULL
pennix,NULL,NULL
pennock,NULL,NULL
penns,NULL,NULL
pennsauken,NULL,NULL
pennsylvania,ˌpensəl'veɪnjə,pensɪl'veɪnjə
pennsylvania's,NULL,NULL
pennsylvanian,NULL,NULL
pennsylvanians,NULL,NULL
pennwalt,NULL,NULL
penny,ˈpɛni,ˈpeni
penny's,NULL,NULL
pennypacker,NULL,NULL
pennywell,NULL,NULL
pennzoil,NULL,NULL
pennzoil's,NULL,NULL
penobscot,NULL,pə'nɔbskɔt
penology,piˈnɑlədʒi,pi:ˈnɒlədʒi
penril,NULL,NULL
penrod,NULL,NULL
penrod's,NULL,NULL
penrose,NULL,ˈpenrəuz
penry,NULL,NULL
pens,penz,penz
pensacola,NULL,NULL
pense,pens,pens
pensinger,NULL,NULL
pension,ˈpɛnʃən,ˈpenʃn
pensioner,ˈpɛnʃənɚ,ˈpenʃənə(r)
pensioners,NULL,ˈpenʃənəz
pensions,NULL,ˈpenʃənz
pensive,ˈpɛnsɪv,ˈpensɪv
penske,NULL,NULL
penson,NULL,NULL
pent,pent,pent
penta,NULL,ˈpentə
pentagon,ˈpentəgɑn,ˈpentəgən
pentagon's,NULL,NULL
pentagons,NULL,ˈpentəˌgɔnz
pentair,NULL,NULL
pentamidine,pɒntəmaɪ'daɪn,pɒntəmaɪ'daɪn
pentane,'penteɪn,'penteɪn
pentathlon,pen'tæθlən,penˈtæθlən
pentax,NULL,NULL
pentech,NULL,NULL
pentecost,ˈpentɪkɔst,ˈpentɪkɒst
pentecostal,ˌpentɪˈkɔstl,ˌpentɪˈkɒstl
penthouse,ˈpɛntˌhaʊs,ˈpenthaʊs
penthouses,NULL,ˈpentˌhaʊsiz
pentimento,ˌpentə'mentoʊ,ˌpentɪ'mentəʊ
pentium,NULL,NULL
pentiums,NULL,NULL
pentland,NULL,NULL
penton,'pentɒn,'pentɒn
pentothal,NULL,ˈpentəθæl
pentron,NULL,NULL
pentrust,NULL,NULL
pentz,NULL,NULL
penuel,NULL,NULL
penultimate,pɪˈnʌltəmɪt,penˈʌltɪmət
penumbra,pɪˈnʌmbrə,pəˈnʌmbrə
penurious,pəˈnʊriəs,pəˈnjʊəriəs
penury,ˈpɛnjəri,ˈpenjəri
penwell,NULL,NULL
penza,NULL,'penzə
penzer,NULL,NULL
peon,"ˈpiˌɑn, ˈpiən",ˈpi:ən
peonies,NULL,ˈpi:əni:z
peons,NULL,NULL
peony,ˈpiəni,ˈpi:əni
people,ˈpipəl,ˈpi:pl
people's,NULL,NULL
peopled,NULL,NULL
peoples,'piplz,'pi:plz
peoria,NULL,piˈɔ:riə
peoria's,NULL,NULL
pep,pɛp,pep
